sample_id,risk_score,risk_group,z_CLCN5,z_ARHGEF5,z_ITGB2,z_TRIM32,z_SAT1,z_ACOX2
BA2976R,0.443974791863424,high_risk,0.528148146626497,1.77605098715368,0.767765635940695,0.341929969652536,0.498270048667694,1.34609598308607
BA2882R,0.441571636605948,high_risk,1.61104337400364,-0.388214549973052,1.53991678201767,-0.313228505539632,1.09164389048641,1.16725500057565
BA2742R,0.440700985701884,high_risk,1.3738179878172,0.153727418155989,1.22544649152013,0.790767889247427,-0.312226204087554,1.65018604356801
BA3219R,0.43805252759891,high_risk,1.45585972680384,-0.53818567666034,1.38593577405341,0.401418957385626,1.32684051646221,0.42973771653148
BA2829R,0.433034776856645,high_risk,0.962016901712673,0.895458178086166,0.268451303277382,1.37148170257909,0.385299595270778,0.594625797731809
BA3395R,0.432354773969517,high_risk,1.23101724485542,1.41010246816797,0.906477625274891,0.108088326419665,-1.03610279888131,1.75561728948793
BA2272R,0.430622239534611,high_risk,1.53756080508556,0.0984227912060153,1.3028590961303,0.175256431508578,0.412594998965009,-0.0627974250595625
BA2778R,0.428022402336743,high_risk,1.37078543906997,-0.714274909388372,1.70666665049395,0.488161752265106,1.04312436003431,0.761963357010484
BA2820R,0.425240809458801,high_risk,0.869439565798394,0.288175023511051,1.24220388702054,1.27897475999553,0.392067947594323,0.453098304360292
BA2782R,0.41744266362555,high_risk,0.974434253668034,0.00494169570768201,1.25920864718377,0.210144126818691,1.57151909620002,1.02983295452561
BA2539R,0.412071600057621,high_risk,0.692826855437386,1.1712418805992,1.1373638951605,-0.451067638027623,1.2962591671245,0.676330775243596
BA3289R,0.410937585534422,high_risk,1.49601456826611,0.285566648695093,0.396599754516895,-0.754309784556202,1.92748347965379,1.00847448052914
BA2955R,0.409201895108237,high_risk,1.91897419240264,-0.202284670626664,0.91286988884258,0.0111279434320688,0.0695964901562316,0.596409622624706
BA2746R,0.409010694882461,high_risk,1.33154404528684,0.182050901244482,1.69384035180505,-0.324044797225895,0.345435439715493,0.538110041788592
BA2935R,0.402199316452395,high_risk,1.63697657221013,0.51419096996093,0.7228468366388,-0.459226512149574,0.358584248715341,0.455282777067443
BA3126R,0.401792504726341,high_risk,1.01689612749014,-0.689653691850032,1.84454727540192,0.366654892652041,1.35836179566928,1.22158208269411
BA2249R,0.396393414762018,high_risk,0.958486312477895,0.601888631394017,0.717339988278003,1.33605848564635,-0.291922833949042,0.69880246162768
BA2670R,0.394277079548358,high_risk,1.64237106257139,-0.641762654924931,0.490648561111228,0.38676864576545,1.53266550524281,0.543675879145039
BA2025R,0.393347531561808,high_risk,1.64852258380584,0.629228233315522,0.750737493050479,0.592026273513728,-1.80731580080763,1.76780967193596
BA2546R,0.392102612823929,high_risk,1.4759573257411,-0.429728708379368,2.49180997180447,-0.790691426340659,0.123642004628074,0.802253258472968
BA3376R,0.386953260051771,high_risk,1.07549936875303,1.11581643961783,-0.00403420613352325,1.43423125407319,-0.683865101583116,0.395967341249835
BA2930R,0.384880246252852,high_risk,1.15533544164009,-0.361856995001893,1.20892846436015,1.04604925563932,0.185738367194643,1.20094750299506
BA2226R,0.382352376749507,high_risk,0.525282774836104,1.13919887296989,0.992272089786565,0.53194685510615,0.209063783445335,1.04965180575402
BA2032R,0.376119717420591,high_risk,0.69565373596571,2.191569331227,-0.584579990298839,0.627147572953825,0.0909542116158361,0.393857162022273
BA3431R,0.374626049177051,high_risk,0.560783902069114,0.703335130661662,1.04822448242656,-0.170580674467347,1.57151909620002,0.985066297045869
BA2872R,0.37285135175473,high_risk,0.809769978671623,1.07445236353656,0.233331281146129,0.796852248785237,0.325964141377238,0.470896051670413
BA2812R,0.372803860256017,high_risk,0.201852793569501,1.40637445769574,1.27646918621312,-0.0998277248268203,0.868024327616433,1.01253665267975
BA3167R,0.370288471295625,high_risk,1.4417934417644,0.0473520058445426,0.039048091492559,0.841502100619449,0.385299595270778,1.03107489567825
