Name,Perturbagen,Perturbation Type,Dose,Tissue,Cell Line,Disease,Timepoint,Data Level,Creation Time,z-score (up),z-score (down),log p-val (Fisher),log p-val (avg),p-value (up),z-score (sum),p-value (down),FDR (up),FDR (down),p-value Bonferroni (up),p-value Bonferroni (down),source_file,import_note
REP.B012_HT29_24H_D14_CL-218872_0.74uM,CL-218872,Chemical,0.74 uM,intestine,HT29,colon adenocarcinoma,24 h,5,2021-05-22,-6.058507363085766,-5.33774311448655,36.57853064026639,16.855273884074155,1.3790264485891157e-9,-11.396250477572316,9.431339775822778e-8,3.449220426464645e-7,0.000018542104942419134,0.0009559618195587039,0.06537946202696987,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC011_PC3_6H_P23_sibutramine_10uM,sibutramine,Chemical,10 uM,prostate gland,PC3,prostate adenocarcinoma,6 h,5,2021-05-11,-3.6407686907307637,-7.750447461489959,40.51608241961325,8.903245829305105,0.00027189389796533625,-11.391216152220721,9.325873406851315e-15,0.003079049375601016,7.183150370811594e-10,1,6.464835333730434e-9,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CEGS001_NPC.177_24H_M07_lorazepam_25uM,lorazepam,Chemical,25 uM,central nervous system,NPC,24 h,5,2021-05-05,-4.942623778221697,-6.409679163912289,36.7183150361728,14.76732473153191,7.719335812783612e-7,-11.352302942133985,1.4650702873097998e-10,0.000039125242198280266,2.174750961921762e-7,0.5351159375458792,0.00010156086992174629,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A007_HT29_24H_B11_teriflunomide_0.125uM,teriflunomide,Chemical,0.125 uM,intestine,HT29,colon adenocarcinoma,24 h,5,2021-05-21,-7.050055247029849,-4.29979499590104,38.01901960231732,11.669119796097457,1.8003376567321538e-12,-11.34985024293089,0.00001710785709452267,2.3369602942229415e-9,0.0006567685350145811,0.00000124802106871158,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
EMU001_K562_24H_J08_taselisib_2.5uM,taselisib,Chemical,2.5 uM,bone marrow,K562,leukemia,24 h,5,2021-05-09,-5.443377150831855,-5.895326527229479,36.16531753375586,17.388301607361463,5.240289557839617e-8,-11.338703678061334,3.751862154288688e-9,0.000005206603591569141,0.0000020287419058387147,0.0363264732583779,0.0026008471232852326,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
ERAM001_A549_24H_J23_BRD-M25903559_4uM,BRD-M25903559,Chemical,4 uM,lung,A549,lung cancer,24 h,5,2021-05-06,-4.893266024663599,-6.442029122181904,36.678908995854,14.515389160043284,9.931727358303277e-7,-11.335295146845503,1.1844791814041855e-10,0.000047191873196834645,1.8919325708228168e-7,0.6884822380686206,0.00008210987357371025,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
HDAC002_PC3_6H_A12_BRD-K61894884_0.08uM,BRD-K61894884,Chemical,0.08 uM,prostate gland,PC3,prostate adenocarcinoma,6 h,5,2021-05-06,-7.708513326973235,-3.6256815345630407,40.134819780911215,8.84475658285575,1.2878587085651816e-14,-11.334194861536275,0.00028827104200179754,5.873440622750081e-11,0.004598426269214996,8.927629746580124e-9,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
POL001_JURKAT_24H_P19_BRD-K97808269_10uM,BRD-K97808269,Chemical,10 uM,blood,JURKAT,leukemia,24 h,5,2021-05-07,-5.430908110822982,-5.902902150368567,36.141277189991015,17.32570433783771,5.619866616513036e-8,-11.333810261191548,3.5835769907066606e-9,0.000005485463019665002,0.0000019644825204062566,0.038957758365660844,0.0024841893236127177,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A025_PC3_24H_B24_clonidine_0.04uM,clonidine,Chemical,0.04 uM,prostate gland,PC3,prostate adenocarcinoma,24 h,5,2021-05-23,-7.460169339750565,-3.870061192196528,39.19793741803722,9.818693048470822,8.704148513061227e-14,-11.330230531947093,0.00010884933618826587,2.3849194907042443e-10,0.0023571158498609497,6.033846311481739e-8,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.A009_HA1E_24H_J02_BRD-K29133151_3.33uM,BRD-K29133151,Chemical,3.33 uM,kidney,HA1E,24 h,5,2021-05-21,-6.70373243557991,-4.6059203695446165,37.01598470319477,13.09504998923486,2.0428769786917655e-11,-11.309652805124527,0.00000411073884376556,1.4488275797218695e-8,0.0002441136062452914,0.000014161529647838123,1,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
LJP008_HME1_24H_O19_NU-7026_10uM,NU-7026,Chemical,10 uM,breast,HME1,leukemia,24 h,5,2021-05-18,-4.185804890330858,-7.114563109969669,37.97637819820592,11.161101503793633,0.00002843316356249126,-11.300368000300526,1.1304290836733344e-12,0.0005764086994874216,1.1695976078188215e-8,1,7.836303972386105e-7,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
DOSBIO002_HT29_24H_E07_BRD-K63827443_10uM,BRD-K63827443,Chemical,10 uM,intestine,HT29,colon adenocarcinoma,24 h,5,2021-05-06,-4.537066205591751,-6.75929855920769,37.06922125005815,12.766486643818977,0.000005709712386892107,-11.296364764799442,1.3945289367711666e-11,0.00017382776777687361,5.1148591370572715e-8,1,0.000009667083769038243,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
HOG003_A549_24H_G22_fluoropyruvate_0.002uM,fluoropyruvate,Chemical,0.002 uM,lung,A549,lung cancer,24 h,5,2021-05-07,-9.172766064645375,-2.117693787231852,744.4400719213812,4.0686508742499035,0,-11.290459851877227,0.03420088720135528,6.9895e-320,0.12165039956328151,3.424937e-318,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
HDAC002_PC3_24H_G19_BRD-K54343811_4uM,BRD-K54343811,Chemical,4 uM,prostate gland,PC3,prostate adenocarcinoma,24 h,5,2021-05-07,-4.974710410717178,-6.313711520980455,36.258733991154834,14.93218320898984,6.544608788239259e-7,-11.288421931697632,2.736202375785979e-10,0.0000346295777508532,3.3931601608774186e-7,0.4536820981139278,0.00018967765299304773,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC003_VCAP_24H_N06_BRD-K14844937_10uM,BRD-K14844937,Chemical,10 uM,prostate gland,VCAP,prostate adenocarcinoma,24 h,5,2021-05-09,-6.638740634045698,-4.649180395114925,36.78202838155597,13.30381040715719,3.180633534327626e-11,-11.287921029160623,0.000003336217892169202,2.041539699536042e-8,0.00021210858895534117,0.000022048628754989252,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
PBIOA019_HA1E_24H_D11_selumetinib_0.125uM,selumetinib,Chemical,0.125 uM,kidney,HA1E,24 h,5,2021-05-19,-5.458329085021926,-5.798042656339116,35.66502577628798,17.410747349672018,4.817820076219448e-8,-11.256371741361043,6.730162205315082e-9,0.000004889875760082671,0.0000030158043911813154,0.033397851441364645,0.004665449393157495,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
LJP008_HA1E_24H_G11_vorinostat_0.12uM,vorinostat,Chemical,0.12 uM,kidney,HA1E,24 h,5,2021-05-18,-5.916191142765677,-5.330810980571632,35.66599636724902,16.798420634950894,3.3059563975257333e-9,-11.24700212333731,9.79845189430506e-8,6.606337746067458e-7,0.00001902642529386746,0.0022917385641108012,0.06792433829910682,,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B017_YAPC_24H_L17_cilostazol_0.03uM,cilostazol,Chemical,0.03 uM,pancreas,YAPC,pancreatic carcinoma,24 h,5,2021-05-22,-5.229247991117121,-5.988661714244255,35.55463885843521,16.26510250167106,1.7053434531177913e-7,-11.217909705361375,2.1232673397264534e-9,0.000012670628744405678,0.000001365381047224929,0.11821696618530497,0.0014718807689084734,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
CPC011_VCAP_6H_C07_SR-57227A_10uM,SR-57227A,Chemical,10 uM,prostate gland,VCAP,prostate adenocarcinoma,6 h,5,2021-05-12,-6.788259975946405,-4.4250121490223995,36.74443245077102,12.241513044549581,1.141531313919586e-11,-11.213272124968803,0.00000965179116674264,9.591837936712313e-9,0.00044148904082174197,0.000007913266297787658,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
REP.B003_HELA_24H_C14_levobunolol_0.74uM,levobunolol,Chemical,0.74 uM,uterine cervix,HELA,cervical adenocarcinoma,24 h,5,2021-05-21,-7.062988124413232,-4.1437488590399205,37.419702088618294,10.97680817339534,1.6404655411861313e-12,-11.206736983453153,0.000034187138878039036,2.224992852722235e-9,0.001059980207412999,0.000001137195320133344,1,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
MOAR003_PC3_24H_D19_sparfloxacin_10uM,sparfloxacin,Chemical,10 uM,prostate gland,PC3,prostate adenocarcinoma,24 h,5,2021-05-17,-6.064182549785647,-5.133318287771955,35.507278031724404,15.758604026516364,1.331227794665324e-9,-11.197500837557602,2.85188958226712e-7,3.353296059879806e-7,0.000039233431966090524,0.0009228270756789225,0.19769726367713014,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
MOAR010_SH4_24H_C17_thalidomide_3.33uM,thalidomide,Chemical,3.33 uM,skin of body,SH4,melanoma,24 h,5,2021-05-17,-5.799031278874868,-5.3776101968748735,35.21971703024534,17.00555770093094,6.690625165006736e-9,-11.176641475749742,7.564923487635156e-8,0.000001106319129137546,0.00001593956971270822,0.0046380417237601446,0.052441184354810044,E:\ai助手\AML_PRFT_Human_Genomics_phase0_audit\17_supplementary_in_silico_perturbation_LOCKED_A\drug_reversal_CMap_LINCS\manual_CMap_LINCS_outputs\SigCom_LINCS_PRFT_high_reversal_raw_results.tsv,Real SigCom LINCS exported Reversers row imported without online rerun.
