module_color,gene_symbol,GS_PRFT,GS_PRFT_P,MM,MM_P,logFC,P.Value,adj.P.Val,module_cor_with_PRFT,module_P,module_FDR,selection_type
blue,TNFSF13B,0.391329011499732,1.01695473382218e-07,0.560379785602903,1.08475925922855e-15,0.712287957765316,9.89849346061412e-06,0.000356354174381677,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,CTSB,0.391212222267203,1.02666741577175e-07,0.803329242664044,2.44180636260522e-40,0.672501871157476,6.69266767005416e-06,0.000275662070272896,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,LONRF3,0.390946909539081,1.04906373119406e-07,0.577209004490077,9.37272812115115e-17,1.15164415931571,1.30299366985319e-05,0.000430642483327778,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,TRPV4,0.390741650391285,1.06671141548679e-07,0.625624134036419,3.50522337740258e-20,1.22377996524994,3.22131880567544e-05,0.000794732702464411,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,PSAP,0.390705569455177,1.06984285164117e-07,0.897355773996569,1.20797872534584e-62,0.720643477679781,1.18616613117023e-05,0.000404412168066067,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,SIRPA,0.390212387272176,1.11353975259813e-07,0.722464954840577,3.2980226377829e-29,0.737241406041191,6.21567278364905e-06,0.00026591778290775,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,RASSF4,0.390141071171186,1.11999844990838e-07,0.742956322729856,1.25146168101763e-31,1.17021658647423,6.65481176707515e-06,0.000275319069677852,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,SLC7A11,0.389850019761597,1.14673182553153e-07,0.380202501718181,2.47451770748845e-07,0.702035658914738,0.00994073256202654,0.0448884324299133,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,CELSR1,0.389046084764104,1.22379171654758e-07,0.396729606748934,6.52610270519962e-08,0.866847179898429,0.000378078110362041,0.00443423199342994,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,NINJ1,0.388999911562377,1.22836514302369e-07,0.737857449176335,5.25928071795881e-31,0.696579484095183,0.000511301247167396,0.00553638737195586,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,CXCR2,0.38852062760512,1.27681622075799e-07,0.544392755616748,9.80415656105255e-15,1.2594858593959,1.10554626014892e-06,8.85566076640137e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,ANG,0.388309820604772,1.29870228172148e-07,0.543569236375058,1.0946993088827e-14,1.09528323977547,5.09723553045783e-07,5.20081864040379e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,BTG1,0.388139211727702,1.31667787101387e-07,0.45593624662137,2.90761978224603e-10,0.528451764234173,7.70193042153114e-05,0.0014661044483706,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,TUBA4A,0.388110105352494,1.31976828339998e-07,0.700531682643788,7.58239415108347e-27,0.935447727880264,6.24451879682833e-05,0.00125049810459039,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,ATP8B3,0.387837944273022,1.3490039266046e-07,0.540465851036393,1.65415336597981e-14,0.555057711841771,8.2004097740252e-05,0.00152534104334239,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,BMPR1A,0.387313558067356,1.40709373093294e-07,0.373677658402289,4.1056886230637e-07,1.17759967923016,1.03055476602022e-05,0.000367745295486174,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,SPOCK1,0.387087966595531,1.43281502379388e-07,0.680477274523747,7.21971239154572e-25,1.59545056134724,1.53080210574283e-06,0.000109984041368332,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,CDA,0.387050287093254,1.43715482571038e-07,0.79449804550889,6.93664673264368e-39,1.55621058540499,9.75187595781236e-05,0.00171967267271254,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,RAB24,0.386716442791054,1.47616027603335e-07,0.78891302730991,5.2978428547148e-38,0.527412282812099,0.000201043699898583,0.00281580848727004,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,C10orf54,0.386237158752438,1.53393707169327e-07,0.773210131296655,1.1739681488589e-35,0.822864728682188,5.46705311837445e-05,0.00114601122383386,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,IL1RN,0.386235401725338,1.53415281270572e-07,0.84539051793135,1.9363783626567e-48,1.37190316760226,0.000214427225105364,0.0029570535424054,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,TNFSF12-TNFSF13,0.385734088387096,1.59691038065633e-07,0.671654325726104,4.78638846957544e-24,0.877284161988797,0.000290904394921984,0.00369001639488641,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,PTAFR,0.3854219890142,1.63721579626415e-07,0.814609844746845,2.63010404464192e-42,1.19688985565359,3.9771228985341e-05,0.000919721885036928,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,CPM,0.38427159173498,1.79436734351783e-07,0.788765548939936,5.58536092338212e-38,1.43373612670411,4.24736287286598e-06,0.000207668464204751,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,FAM27A,0.384086244678875,1.82100189938752e-07,0.321956434443924,1.56344077646706e-05,0.576635110932908,0.000905079957297816,0.00831489756767891,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,ASB2,0.383795017979569,1.86361813579803e-07,0.469688464287655,7.07464926697679e-11,0.929189721999474,4.10041249907375e-05,0.000939091539740292,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,THAP10,0.383415724916661,1.92055572906882e-07,0.685916072423878,2.17589006997522e-25,1.4832721464849,2.41340828829742e-06,0.000148037595810883,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,THBS1,0.382993953996544,1.9858263358935e-07,0.538903044557444,2.03312238237563e-14,1.64783198342692,3.96888507968039e-05,0.000919450173511676,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,MARCKS,0.38293693078046,1.99481228920792e-07,0.494588863719797,4.63837285703282e-12,1.19250783213047,1.99836671306653e-05,0.000566524924800667,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,AVPI1,0.382878643856134,2.00403763193159e-07,0.3807341431201,2.37334779136953e-07,0.577334923817174,0.000173281568333472,0.00254434652286215,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,C2,0.382662854756246,2.03854859217235e-07,0.531044180217907,5.64588882558757e-14,2.04727233360065,3.07862995325034e-06,0.000173435276113292,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,PHLDA1,0.382556568421099,2.05575541820759e-07,0.574790971696029,1.34406298380129e-16,0.867271732157192,0.000482782235187347,0.00532396791717292,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
blue,PRUNE2,0.382292512763567,2.0991079373254e-07,0.399119060188499,5.34953187010807e-08,0.712532451216267,0.00127249764452111,0.0106697085347284,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,LOC254559,0.38206660945107,2.13689039490136e-07,0.49621483454019,3.85234394239583e-12,1.27033837209304,0.000104867553587164,0.0018097520209366,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
tan,P4HB,0.381827737871949,2.1775499917556e-07,0.844872128282307,2.51832729362022e-48,0.643532544774152,2.19494769559038e-06,0.000141016025330353,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,GRN,0.381422896312377,2.24815767884112e-07,0.826907114701012,1.30565353918497e-44,0.977233453622047,2.54553933314541e-06,0.000153174370080202,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
magenta,ASTN2,0.380617088735524,2.39527701246857e-07,0.530936827674419,5.72416740389429e-14,0.933068056669344,6.90322761916662e-06,0.000279159906783064,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,ASL,0.380557484274961,2.40651785880079e-07,0.714430552065785,2.5649348546961e-28,0.608577506014449,9.73233183374227e-06,0.000352989237838853,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,CD1D,0.380446957802579,2.4274959341905e-07,0.899536169945047,2.1203004523708e-63,1.75388583266508,7.96132921069964e-06,0.000308998064045794,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,LGALS3,0.380082768522994,2.49786567101615e-07,0.813665647799677,3.88845532937413e-42,1.31935056134725,1.68442559021217e-05,0.000505127096195902,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,PPM1M,0.379511572910829,2.61218235761899e-07,0.823057125709502,7.18359080885327e-44,0.537947834803553,0.000142850160253298,0.0022408428471734,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,KRT23,0.377317583236279,3.09961799429274e-07,0.458723889076777,2.19435172010749e-10,1.36246230954291,0.000158747228463588,0.00240137121988615,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,ADAMDEC1,0.377191144656288,3.13021184512286e-07,0.490949726033341,7.00352366697058e-12,1.13580859395884,0.000561021254423297,0.00591302580809862,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,NFAM1,0.377126996984182,3.14584368802156e-07,0.730596001369165,3.83920166160036e-30,1.56918892007486,4.01083803727155e-06,0.000199735489983068,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,NKG7,0.376455380948924,3.3140559173813e-07,0.532537999721614,4.65908305772273e-14,0.524431729484116,0.0033749863974106,0.021275803823376,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
magenta,PDGFD,0.376100416819639,3.4064020684274e-07,0.669231391290794,7.95572150663969e-24,1.32610400962311,1.78902678768951e-05,0.000527847025885068,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
tan,C1orf53,0.375204887514219,3.65044775469787e-07,0.520845883348821,2.04414607967063e-13,0.934556936647962,1.25112353298369e-05,0.000420108655274655,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,RNH1,0.375053586567994,3.69329731652675e-07,0.802404955014253,3.49354036044602e-40,0.536133319967949,1.29106668182868e-05,0.000428877206874483,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,ZNF532,0.374702011444325,3.79473171784442e-07,0.506023959278338,1.23055664629541e-12,1.28222118417537,2.69818732149341e-05,0.000705426085274888,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,ZBTB7B,0.373685033089771,4.10336524072646e-07,0.827348188020002,1.07108385221691e-44,0.70309101844428,1.85455294686654e-05,0.000539813132138379,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,CD4,0.373160127289689,4.27191537084377e-07,0.800884593568427,6.27124288964978e-40,1.04581503608663,8.68766098440274e-06,0.000327073060740794,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,BRI3,0.373129313465798,4.28201285133243e-07,0.731342316473058,3.13912495070128e-30,0.583477666399373,1.06577340300207e-05,0.000374293256308042,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,FTH1,0.372974649286778,4.3330409653882e-07,0.683128877674607,4.0363013443106e-25,0.501355172413822,0.000116025218942622,0.00192258690261964,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,TBC1D12,0.372939032959842,4.3448738988756e-07,0.516145128062189,3.6463125739331e-13,1.36089778134189,1.42634866677332e-05,0.000452092633209783,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,SLC6A12,0.372726961190007,4.4159734879468e-07,0.813929604943399,3.48661908011737e-42,1.68572763966855,2.38290203604115e-06,0.000147068025988323,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,FRAT1,0.372461719846808,4.50646536678846e-07,0.730067327053377,4.42588114538337e-30,0.612784375835354,1.58352438945473e-06,0.00011248401172489,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,RHOU,0.372337826039513,4.54933890693633e-07,0.612082696628889,3.65355029452562e-19,1.17441013098104,1.78078814521544e-06,0.000121896567438311,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,CST6,0.372211620147669,4.59341334717178e-07,0.538260114574101,2.21251008729037e-14,0.678818217054269,0.000114637981548221,0.00191647012847577,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
magenta,CPNE8,0.37214444711639,4.61703811074995e-07,0.781425937410931,7.35630320920986e-37,1.77393217054265,0.000377727681871542,0.00443423199342994,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
tan,GPR88,0.371985956629273,4.67324047886965e-07,0.525595159226188,1.12880134167729e-13,0.918208005880789,0.000599118608558138,0.00621079686159674,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
blue,C17orf55,0.37096333948834,5.05190626178711e-07,0.684943172652683,2.70175855101202e-25,1.93465229885058,1.61955962358979e-06,0.000113793528075672,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,LOC728613,0.370581362198411,5.20073396792518e-07,0.5733639056707,1.66039617208185e-16,0.879510678962855,5.16655910409854e-07,5.20081864040379e-05,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,SUCLG2,0.370187565319641,5.35854918258491e-07,0.448411511811068,6.13802782496815e-10,1.20350096230956,9.66061492186801e-06,0.000351743549882482,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,SIRPB1,0.369694700628985,5.56252052908399e-07,0.884031551424414,2.28420912372479e-58,1.09357464581664,0.000120947708888432,0.00198147926206775,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,NLRP12,0.369345662093135,5.71143466512651e-07,0.886125069111638,5.27848786563307e-59,1.4840174552259,9.7017329799049e-05,0.00171479269120873,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,MAPRE3,0.368889374964532,5.91185745441981e-07,0.558208121248072,1.47306686105568e-15,0.652260518577934,0.00134576205829651,0.011072113171912,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,SEMA6B,0.368401406344895,6.13362565146261e-07,0.566906627756899,4.26632225848351e-16,1.14120523924086,2.19475437985712e-05,0.000609351864991599,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,NT5DC2,0.367925426120668,6.35758745635197e-07,0.304288954751121,4.69678242193207e-05,0.652002913659475,0.00099024875459868,0.00892807209068681,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,COPZ2,0.367482649355277,6.57292256321703e-07,0.579610342484377,6.53298651400611e-17,0.976761146752209,0.00106732616975373,0.00944520489822283,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,ZNF503,0.367104221776351,6.76246762850784e-07,0.611521516105732,4.01653765409681e-19,1.46881308473671,4.64743642023045e-06,0.000221373363683526,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,C3,0.366494475516666,7.07890074920223e-07,0.649195416460166,4.45549928375009e-22,1.03075954290298,0.000950996699882335,0.00865237632536416,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,HMOX1,0.366445428379093,7.10495954115552e-07,0.867839019078694,7.93230649773329e-54,1.27709655172416,3.62290561209149e-05,0.000861080495479927,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,ASGR2,0.366319320473879,7.17238202114751e-07,0.794913203788198,5.94874646207192e-39,1.40685828655441,0.000502431504252937,0.00546376119933985,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,RIN1,0.366206820396612,7.23304444746864e-07,0.79945111647772,1.08371409664141e-39,0.899257965784565,0.000192247249852006,0.00274156229637436,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,SIGLEC7,0.366052034958649,7.31730926285787e-07,0.865363713666805,3.47067065055915e-53,1.35761815022722,9.43841573620337e-05,0.00168580543126544,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,BASP1,0.365629202844452,7.55230254654295e-07,0.58033791110328,5.85279731312646e-17,1.48024859663193,1.15945463897403e-05,0.000397806711724211,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,DEFB1,0.365280139671754,7.75171060036601e-07,0.539449838831939,1.89178260700722e-14,1.8661011494253,8.84132652273825e-05,0.00161424956803128,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,ITGA7,0.365263688241353,7.76123170970729e-07,0.731149567686572,3.30687299376492e-30,1.12302774659183,0.000267258523973992,0.00346240499331481,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,FPR2,0.364515734162397,8.20609198568976e-07,0.717815577057211,1.09026447453038e-28,1.32960155038761,0.000379466547325684,0.00444774488596431,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,FAM151B,0.362444746239666,9.56842156826734e-07,0.594831065925086,6.17928320150289e-18,0.913671598503079,2.53073037445424e-05,0.00068054955098181,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,SLC26A6,0.36238551644672,9.61039302837828e-07,0.771422479375902,2.11218852077927e-35,0.521852125100256,0.000169018288163882,0.00249537275011523,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,SIDT2,0.362080745588545,9.82915219781166e-07,0.740941363645705,2.21597204638989e-31,0.530933774391894,4.75772532225755e-05,0.00103897240680019,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,CAMK1,0.361854401264845,9.99468402763059e-07,0.656736428360091,1.01508705472714e-22,0.915272560812632,0.000110127431361011,0.0018760531836558,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,HSPA6,0.361453958481959,1.02940741477855e-06,0.816052049749509,1.44120648647811e-42,1.12446494252875,0.000155148450706946,0.00236698871233217,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,FAM198B,0.361268485363833,1.0435623839187e-06,0.731509513751671,3.00041262182124e-30,1.40491079925156,9.25056297798642e-05,0.00166157058680932,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,SDC2,0.360567440449338,1.09876041823658e-06,0.510084296955056,7.59056210806949e-13,1.66476089280941,2.28512784285133e-06,0.000142907795727021,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,TPRG1,0.360498365327002,1.10434741074374e-06,0.476359650877239,3.48305873184005e-11,1.11740251269715,7.0754851886857e-07,6.44984244368694e-05,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,PLA2G2F,0.35994843687483,1.14980389925512e-06,0.46109185806699,1.7242792545573e-10,1.403782638332,4.60516115957863e-07,4.95357449530904e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,KBTBD8,0.359942152586433,1.15033352045939e-06,0.322425678108338,1.51697395137978e-05,0.569149786153454,0.000134897984099627,0.00214832457926512,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,KLF4,0.359618413980338,1.17793416643777e-06,0.798188091970552,1.74838186523157e-39,1.23363254477415,0.000284944662312386,0.00363647343957177,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,MX2,0.359040656034734,1.22876778740204e-06,0.591608303210499,1.02872240099691e-17,0.650899131248348,0.000306971234872695,0.00382677253327392,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,TRIM32,0.358883100230155,1.24298911877856e-06,0.568247306070845,3.51314357637517e-16,1.14250906174821,6.89830850233572e-06,0.000279159906783064,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
tan,PRTN3,0.358522727554729,1.27610945044899e-06,0.538671974131202,2.09589912427441e-14,1.26616468858596,0.00435170628082997,0.0253245009404004,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
blue,LYZ,0.358363008291775,1.29105614098136e-06,0.789900220633208,3.71524386151827e-38,1.39902543437585,0.000192203494937407,0.00274156229637436,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,EPB41L3,0.358256750846332,1.30109211293499e-06,0.693129157856809,4.25625057957359e-26,1.62968539160653,0.000119641729159224,0.00196776524055151,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,BAG2,0.358127896331648,1.31336216214407e-06,0.571361055856804,2.22993410419865e-16,0.728011213579265,0.000398989426980511,0.00460489084824104,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,PILRA,0.357784301645544,1.34662220503423e-06,0.825106403945897,2.91364826749126e-44,0.822542368350721,0.000174330130510971,0.00255575574512346,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
tan,FAM59A,0.357544786849583,1.37028056540124e-06,0.507283748246551,1.05997486769188e-12,1.0290474071104,5.04543062096689e-05,0.00107926347737592,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
blue,CKAP4,0.357456931071389,1.37905752902451e-06,0.708411434268591,1.1391920431401e-27,1.0002976343224,0.000129348624203083,0.00208513351131184,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,THBD,0.357238695253041,1.40109218294873e-06,0.486826869995362,1.11050474546477e-11,0.868073750334146,0.000161269505048368,0.0024247101941138,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,TMEM63B,0.357202006484625,1.40482933785518e-06,0.577286959387889,9.26397593569429e-17,0.569474873028617,8.91442521766466e-05,0.00162440783834291,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
tan,ZNF438,0.356035374428035,1.52874190011373e-06,0.573766713535609,1.56439804201758e-16,0.617528789093838,6.03843305621868e-06,0.000260705192317111,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
red,SOCS1,0.355835349923036,1.55100691560131e-06,0.324900254964496,1.29275544216221e-05,0.809821144079136,5.412262417075e-05,0.00113705834530156,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,SERPINB2,0.355758540832948,1.55963847367405e-06,0.646050660665591,8.1557028348518e-22,1.54099792836141,0.000414838682907017,0.0047468141892877,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,MT1E,0.355428728286203,1.59722469206792e-06,0.536463139270363,2.79968436121535e-14,1.41015604116547,6.16573660977074e-06,0.00026498590397791,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
red,TMEM120A,0.355376437417463,1.60326257615297e-06,0.742213992657442,1.54563225872192e-31,0.558100133654121,4.06772385379729e-05,0.000934930815920393,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
magenta,KLF5,0.355006004892321,1.64666229782267e-06,0.502435603090462,1.87605140688354e-12,0.672609689922492,0.000851586546632877,0.00797478372338215,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,FAM83H,0.354792936532803,1.67212993422536e-06,0.501165981800806,2.17537370899191e-12,0.822121317829472,0.00162639905147514,0.0127140098608671,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,CLEC3B,0.35455288711729,1.70127200361139e-06,0.526511284059553,1.00555668150783e-13,0.733866800320776,0.00248619401892777,0.017199601695074,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
tan,GPR109A,0.354450051649547,1.71390372005987e-06,0.531088071244951,5.61418594209954e-14,0.745330727078334,0.00182500779073318,0.0137856928783152,0.426235973348544,5.00679688589554e-09,3.00407813153733e-08,FDR_significant
blue,IGF2R,0.354089189940225,1.75894041012323e-06,0.726649421686947,1.1009869437645e-29,0.874219246190885,0.000600433935113522,0.00621904687566258,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,HK3,0.353861266360761,1.78796441368397e-06,0.90287196551704,1.36802786101124e-64,1.67548670141675,0.00015304916772721,0.00234262831085683,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,SHROOM4,0.353836699242101,1.79111990533194e-06,0.535760366088602,3.06847637447243e-14,1.52185942261429,0.000340144987279518,0.00412029810702377,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,CEBPB,0.353771687772088,1.79949582870552e-06,0.771940349707732,1.78269785303061e-35,0.845624752739925,4.72294583734652e-05,0.00103377595863036,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,HSPA1A,0.353763684979384,1.8005294644717e-06,0.527927079960584,8.40450280187086e-14,0.672596043838567,4.0926471161302e-07,4.53176407729617e-05,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
magenta,WBP5,0.353339047402004,1.85619373620464e-06,0.66316768997207,2.7793839872245e-23,1.23004770114944,0.000607727989472081,0.00627037372769258,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
blue,KCNE1,0.353184479275999,1.87685940827032e-06,0.773771581569455,9.75129763520462e-36,1.52555414327721,7.91181990623398e-06,0.000307710946105265,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,MOCOS,0.352891318825308,1.91665813430079e-06,0.411535454170721,1.85602318375958e-08,1.12783958834537,3.19581635351321e-06,0.000177457365895377,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,ALDH3B1,0.352394537601081,1.98594082715342e-06,0.617461896608999,1.45952649323161e-19,0.605799478749027,0.000343369574644063,0.00415664879299026,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
red,KCNQ1,0.352101818013803,2.0278740582142e-06,0.774493500689967,7.6752486273413e-36,1.18461042502006,5.08860774915908e-05,0.00108357412070329,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
blue,SERPINA1,0.351943711823689,2.05087264369007e-06,0.688197191151562,1.30548022698523e-25,1.6930601978081,0.000104889473801627,0.0018097520209366,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,BAG3,0.351264208249526,2.15257245854232e-06,0.533967297004817,3.87335339077806e-14,1.15601295108261,7.44716131451054e-06,0.000293274821306164,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
blue,TNFSF10,0.351183364754738,2.1649868295449e-06,0.804896767565009,1.32434742951952e-40,0.831961106655996,5.85265525242683e-05,0.00120024289888257,0.344614990611556,3.43615584443668e-06,1.23701610399721e-05,FDR_significant
magenta,CGREF1,0.350110135096046,2.33638735851805e-06,0.564699523865165,5.86273005169433e-16,1.11713940122963,0.000112928833584949,0.00190310865121135,0.414517419373002,1.43006744926059e-08,6.43530352167264e-08,FDR_significant
red,ZBTB47,0.349653387964687,2.41318324206359e-06,0.656821926690457,9.97963325911065e-23,0.543628575247277,9.26910976987343e-06,0.000342121024133524,0.428421740736908,4.09827454971985e-09,3.00407813153733e-08,FDR_significant
